what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1314845882427
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1314845882542
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1314845882861
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1314845882902
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1314845883188
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1314845883384
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1314845883479
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1314845883843
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1314845884256
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1314845884563
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1314845884564
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1314845885004
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1314845885007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314845886002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314845888114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314845891078
error,log,,,"Error connecting to python process (Name:python2.6:EndName:Version2.6Executable:/usr/bin/python2.6|/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc|/usr/lib/python2.6|/usr/lib/python2.6/plat-linux2|/usr/lib/python2.6/lib-tk|/usr/lib/python2.6/lib-old|/usr/lib/python2.6/lib-dynload|/usr/lib/python2.6/dist-packages|/usr/lib/python2.6/dist-packages/PIL|/usr/lib/python2.6/dist-packages/gst-0.10|/usr/lib/pymodules/python2.6|/usr/lib/python2.6/dist-packages/gtk-2.0|/usr/lib/pymodules/python2.6/gtk-2.0|/usr/local/lib/python2.6/dist-packages@$|Image|OpenGL|__builtin__|__main__|_ast|_bisect|_bytesio|_codecs|_codecs_cn|_codecs_hk|_codecs_iso2022|_codecs_jp|_codecs_kr|_codecs_tw|_collections|_csv|_fileio|_functools|_hashlib|_heapq|_hotshot|_json|_locale|_lsprof|_md5|_multibytecodec|_random|_sha|_sha256|_sha512|_socket|_sre|_ssl|_struct|_subprocess|_symtable|_warnings|_weakref|_winreg|array|audioop|binascii|cPickle|cStringIO|cmath|datetime|email|errno|exceptions|fcntl|future_builtins|gc|grp|hashlib|imageop|imp|itertools|marshal|math|mmap|msvcrt|nt|numpy|operator|os|os.path|parser|posix|pwd|pytest|scipy|select|signal|socket|spwd|strop|sys|syslog|thread|time|unicodedata|wx|wxPython|xxsubtype|zipimport|zlib /home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py 53175 48638)  - the process in NOT ALIVE anymore (output=0) -  the output of the process is: Std output:\npycompletionserver will start\npycompletionserver creating socket\npycompletionserver received error: Traceback (most recent call last):\n  File ""/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py"", line 261, in run\n    s.bind((HOST, self.thisPort))\n  File ""<string>"", line 1, in bind\nerror: [Errno 99] Cannot assign requested address\n\n\n\nErr output:\nError connecting with parameters: host: localhost port: 48638\nException in thread Thread-1:\nTraceback (most recent call last):\n  File ""/usr/lib/python2.6/threading.py"", line 532, in __bootstrap_inner\n    self.run()\n  File ""/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py"", line 261, in run\n    s.bind((HOST, self.thisPort))\n  File ""<string>"", line 1, in bind\nerror: [Errno 99] Cannot assign requested address\n\n",1314845892519
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314845893750
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1314845894688
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1314845894993
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1314845894993
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1314845894993
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1314845894994
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1314845894994
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1314845894994
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1314845894994
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1314845894994
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1314845894995
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1314845894995
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1314845894995
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1314845894995
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1314845894996
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1314845894996
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1314845894997
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1314845894997
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1314845895171
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1314845895171
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1314845895171
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1314845895171
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1314845895182
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1314845895182
stopped,bundle,com.python.pydev.codecompletion,2.2.1.2011071313,"com.python.pydev.codecompletion",1314845895183
stopped,bundle,com.python.pydev.refactoring,2.2.1.2011071313,"com.python.pydev.refactoring",1314845895183
stopped,bundle,com.python.pydev.analysis,2.2.1.2011071313,"com.python.pydev.analysis",1314845895183
stopped,bundle,com.python.pydev.debug,2.2.1.2011071313,"com.python.pydev.debug",1314845895183
stopped,bundle,com.python.pydev.fastparser,2.2.1.2011071313,"com.python.pydev.fastparser",1314845895183
stopped,bundle,org.python.pydev.red_core,2.2.1.2011071313,"org.python.pydev.red_core",1314845895183
stopped,bundle,com.python.pydev,2.2.1.2011071313,"com.python.pydev",1314845895184
stopped,bundle,org.python.pydev.django,2.2.1.2011071313,"org.python.pydev.django",1314845895184
stopped,bundle,org.python.pydev.customizations,2.2.1.2011071313,"org.python.pydev.customizations",1314845895184
stopped,bundle,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.debug",1314845895202
stopped,bundle,org.python.pydev.refactoring,2.2.1.2011071313,"org.python.pydev.refactoring",1314845895203
error,log,,,"Error connecting to python process (Name:python2.6:EndName:Version2.6Executable:/usr/bin/python2.6|/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc|/usr/lib/python2.6|/usr/lib/python2.6/plat-linux2|/usr/lib/python2.6/lib-tk|/usr/lib/python2.6/lib-old|/usr/lib/python2.6/lib-dynload|/usr/lib/python2.6/dist-packages|/usr/lib/python2.6/dist-packages/PIL|/usr/lib/python2.6/dist-packages/gst-0.10|/usr/lib/pymodules/python2.6|/usr/lib/python2.6/dist-packages/gtk-2.0|/usr/lib/pymodules/python2.6/gtk-2.0|/usr/local/lib/python2.6/dist-packages@$|Image|OpenGL|__builtin__|__main__|_ast|_bisect|_bytesio|_codecs|_codecs_cn|_codecs_hk|_codecs_iso2022|_codecs_jp|_codecs_kr|_codecs_tw|_collections|_csv|_fileio|_functools|_hashlib|_heapq|_hotshot|_json|_locale|_lsprof|_md5|_multibytecodec|_random|_sha|_sha256|_sha512|_socket|_sre|_ssl|_struct|_subprocess|_symtable|_warnings|_weakref|_winreg|array|audioop|binascii|cPickle|cStringIO|cmath|datetime|email|errno|exceptions|fcntl|future_builtins|gc|grp|hashlib|imageop|imp|itertools|marshal|math|mmap|msvcrt|nt|numpy|operator|os|os.path|parser|posix|pwd|pytest|scipy|select|signal|socket|spwd|strop|sys|syslog|thread|time|unicodedata|wx|wxPython|xxsubtype|zipimport|zlib /home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py 41542 60452)  - the process in NOT ALIVE anymore (output=0) -  the output of the process is: Std output:\npycompletionserver will start\npycompletionserver creating socket\npycompletionserver received error: Traceback (most recent call last):\n  File ""/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py"", line 261, in run\n    s.bind((HOST, self.thisPort))\n  File ""<string>"", line 1, in bind\nerror: [Errno 99] Cannot assign requested address\n\n\n\nErr output:\nError connecting with parameters: host: localhost port: 60452\nException in thread Thread-1:\nTraceback (most recent call last):\n  File ""/usr/lib/python2.6/threading.py"", line 532, in __bootstrap_inner\n    self.run()\n  File ""/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py"", line 261, in run\n    s.bind((HOST, self.thisPort))\n  File ""<string>"", line 1, in bind\nerror: [Errno 99] Cannot assign requested address\n\n",1314845913738
error,log,,,"Error connecting to python process (Name:python2.6:EndName:Version2.6Executable:/usr/bin/python2.6|/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc|/usr/lib/python2.6|/usr/lib/python2.6/plat-linux2|/usr/lib/python2.6/lib-tk|/usr/lib/python2.6/lib-old|/usr/lib/python2.6/lib-dynload|/usr/lib/python2.6/dist-packages|/usr/lib/python2.6/dist-packages/PIL|/usr/lib/python2.6/dist-packages/gst-0.10|/usr/lib/pymodules/python2.6|/usr/lib/python2.6/dist-packages/gtk-2.0|/usr/lib/pymodules/python2.6/gtk-2.0|/usr/local/lib/python2.6/dist-packages@$|Image|OpenGL|__builtin__|__main__|_ast|_bisect|_bytesio|_codecs|_codecs_cn|_codecs_hk|_codecs_iso2022|_codecs_jp|_codecs_kr|_codecs_tw|_collections|_csv|_fileio|_functools|_hashlib|_heapq|_hotshot|_json|_locale|_lsprof|_md5|_multibytecodec|_random|_sha|_sha256|_sha512|_socket|_sre|_ssl|_struct|_subprocess|_symtable|_warnings|_weakref|_winreg|array|audioop|binascii|cPickle|cStringIO|cmath|datetime|email|errno|exceptions|fcntl|future_builtins|gc|grp|hashlib|imageop|imp|itertools|marshal|math|mmap|msvcrt|nt|numpy|operator|os|os.path|parser|posix|pwd|pytest|scipy|select|signal|socket|spwd|strop|sys|syslog|thread|time|unicodedata|wx|wxPython|xxsubtype|zipimport|zlib /home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py 37211 52741)  - the process in NOT ALIVE anymore (output=0) -  the output of the process is: Std output:\npycompletionserver will start\npycompletionserver creating socket\npycompletionserver received error: Traceback (most recent call last):\n  File ""/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py"", line 261, in run\n    s.bind((HOST, self.thisPort))\n  File ""<string>"", line 1, in bind\nerror: [Errno 99] Cannot assign requested address\n\n\n\nErr output:\nError connecting with parameters: host: localhost port: 52741\nException in thread Thread-1:\nTraceback (most recent call last):\n  File ""/usr/lib/python2.6/threading.py"", line 532, in __bootstrap_inner\n    self.run()\n  File ""/home/orion/Development/ide/eclipse-cpp/plugins/org.python.pydev_2.2.1.2011071313/PySrc/pycompletionserver.py"", line 261, in run\n    s.bind((HOST, self.thisPort))\n  File ""<string>"", line 1, in bind\nerror: [Errno 99] Cannot assign requested address\n\n",1314845934966
error,log,,,"No message gotten (null message).",1314845935239
error,log,,,"Read timed out",1314845951895
stopped,bundle,org.python.pydev,2.2.1.2011071313,"org.python.pydev",1314845951899
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1314845951947
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1314845951947
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1314845951947
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1314845951948
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1314845951948
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1314845951948
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1314845951948
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1314845951948
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1314845951949
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1314845951949
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1314845951949
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1314845951949
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1314845951950
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1314845951951
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1314845951951
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1314845951951
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1314845951951
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1314845951983
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1314845951983
stopped,bundle,org.python.pydev.jython,2.2.1.2011071313,"org.python.pydev.jython",1314845951983
stopped,bundle,org.python.pydev.parser,2.2.1.2011071313,"org.python.pydev.parser",1314845951983
stopped,bundle,org.python.pydev.core,2.2.1.2011071313,"org.python.pydev.core",1314845951983
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1314845951985
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1314845951985
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1314845951986
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1314845951986
stopped,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1314845951986
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1314845951987
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1314845951987
activated,perspective,org.python.pydev,,"org.python.pydev.ui.PythonPerspective",1315445574772
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1315445574773
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1315445574773
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1315445574773
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1315445574773
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1315445574773
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1315445574773
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1315445574773
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1315445574773
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1315445574773
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1315445574773
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1315445574773
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1315445574773
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1315445574773
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1315445574773
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1315445574773
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1315445574773
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1315445574773
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1315445574773
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1315445574773
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1315445574773
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1315445574773
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1315445574773
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1315445574773
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1315445574773
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1315445574773
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1315445574773
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1315445574773
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1315445574773
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1315445574773
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1315445574773
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1315445574773
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1315445574773
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1315445574773
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1315445574773
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1315445574773
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1315445574773
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1315445574773
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1315445574773
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1315445574773
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1315445574773
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1315445574773
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1315445574773
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1315445574773
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1315445574773
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1315445574773
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1315445574773
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1315445574773
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1315445574773
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1315445574774
